particle_id,vx,vy,vz,px,py,pz,q,n_hits,hit_id_0,x_0,y_0,z_0,volume_id_0,layer_id_0,module_id_0,value_0,hit_id_1,x_1,y_1,z_1,volume_id_1,layer_id_1,module_id_1,value_1,hit_id_2,x_2,y_2,z_2,volume_id_2,layer_id_2,module_id_2,value_2,hit_id_3,x_3,y_3,z_3,volume_id_3,layer_id_3,module_id_3,value_3,hit_id_4,x_4,y_4,z_4,volume_id_4,layer_id_4,module_id_4,value_4,hit_id_5,x_5,y_5,z_5,volume_id_5,layer_id_5,module_id_5,value_5,hit_id_6,x_6,y_6,z_6,volume_id_6,layer_id_6,module_id_6,value_6,hit_id_7,x_7,y_7,z_7,volume_id_7,layer_id_7,module_id_7,value_7,hit_id_8,x_8,y_8,z_8,volume_id_8,layer_id_8,module_id_8,value_8,hit_id_9,x_9,y_9,z_9,volume_id_9,layer_id_9,module_id_9,value_9,hit_id_10,x_10,y_10,z_10,volume_id_10,layer_id_10,module_id_10,value_10,hit_id_11,x_11,y_11,z_11,volume_id_11,layer_id_11,module_id_11,value_11,hit_id_12,x_12,y_12,z_12,volume_id_12,layer_id_12,module_id_12,value_12,hit_id_13,x_13,y_13,z_13,volume_id_13,layer_id_13,module_id_13,value_13,hit_id_14,x_14,y_14,z_14,volume_id_14,layer_id_14,module_id_14,value_14,hit_id_15,x_15,y_15,z_15,volume_id_15,layer_id_15,module_id_15,value_15,hit_id_16,x_16,y_16,z_16,volume_id_16,layer_id_16,module_id_16,value_16,hit_id_17,x_17,y_17,z_17,volume_id_17,layer_id_17,module_id_17,value_17,hit_id_18,x_18,y_18,z_18,volume_id_18,layer_id_18,module_id_18,value_18,hit_id_19,x_19,y_19,z_19,volume_id_19,layer_id_19,module_id_19,value_19
4512258281439232.0,0.002189170103520155,-0.002692420035600663,1.5690300464630127,0.6031190156936646,0.2611660063266754,-0.2479200065135956,1.0,10.0,17892.0,29.536800384521484,12.27929973602295,-10.47920036315918,8.0,2.0,105.0,0.3215354084968567,25891.0,66.60769653320311,26.42720031738281,-25.273500442504893,8.0,4.0,210.0,0.327837198972702,32521.0,108.20500183105469,40.46139907836914,-41.57229995727539,8.0,6.0,341.0,0.3417062759399414,38488.0,163.63299560546875,56.3922004699707,-63.0463981628418,8.0,8.0,512.0,0.3220761716365814,67364.0,250.0800018310547,75.23410034179688,-96.0,13.0,2.0,382.0,3.0,73827.0,346.02301025390625,87.55560302734375,-131.19999694824222,13.0,4.0,535.0,2.0,79469.0,491.9030151367188,89.85659790039062,-185.0,13.0,6.0,666.0,3.0,85104.0,659.083984375,68.07369995117189,-247.3999938964844,13.0,8.0,869.0,3.0,99837.0,818.1640014648438,20.981199264526367,-303.6000061035156,17.0,2.0,901.0,3.0,104466.0,1022.010009765625,-82.34339904785156,-395.7999877929688,17.0,4.0,986.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.351471589228544e+16,0.033594001084566116,-0.016618600115180016,-2.9029300212860107,2.056869983673096,-0.7529100179672241,-0.5925909876823425,1.0,6.0,17648.0,30.06769943237305,-11.166899681091307,-11.570799827575685,8.0,2.0,103.0,0.2929547131061554,25773.0,68.38359832763672,-25.82229995727539,-22.636699676513672,8.0,4.0,207.0,0.2824706435203552,32394.0,107.83999633789062,-41.40890121459961,-34.03459930419922,8.0,6.0,335.0,0.31942930817604065,38408.0,160.6009979248047,-63.09460067749024,-49.35660171508789,8.0,8.0,503.0,0.3099823296070099,67305.0,239.6959991455078,-97.47660064697266,-72.4000015258789,13.0,2.0,378.0,1.0,73780.0,329.7909851074219,-139.5469970703125,-98.8000030517578,13.0,4.0,529.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.352158783995904e+16,0.033594001084566116,-0.016618600115180016,-2.9029300212860107,0.6719130277633667,-0.020123500376939774,-0.031395699828863144,1.0,2.0,17719.0,31.904399871826172,-1.433859944343567,-4.395709991455078,8.0,2.0,104.0,0.3088552951812744,25799.0,71.79070281982422,-4.42002010345459,-6.179870128631593,8.0,4.0,208.0,0.3014981746673584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3521587856740352e+16,74.81639862060547,-4.709360122680664,-6.33128023147583,0.4126560091972351,0.06796020269393921,0.1910710036754608,1.0,7.0,33190.0,114.9250030517578,0.7103130221366882,12.1628999710083,8.0,6.0,390.0,0.3362818956375122,39025.0,172.08299255371094,4.324989795684815,38.353599548339844,8.0,8.0,586.0,0.31427639722824097,68357.0,262.54501342773443,0.5325250029563904,78.4000015258789,13.0,2.0,460.0,1.0,74676.0,358.6990051269531,-16.450300216674805,122.8000030517578,13.0,4.0,644.0,2.0,80852.0,496.0270080566406,-66.99179840087889,187.3999938964844,13.0,6.0,974.0,3.0,86550.0,641.27197265625,-162.83299255371094,265.20001220703125,13.0,8.0,1373.0,4.0,101377.0,763.2459716796875,-301.5360107421875,346.79998779296875,17.0,2.0,1613.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.40606502755369e+16,23.13719940185547,-2.0580000877380367,-6.726840019226074,1.2264800071716309,-0.07168029993772508,-0.3477480113506317,-1.0,10.0,17681.0,31.841100692749023,-2.554519891738892,-9.19163990020752,8.0,2.0,104.0,0.3605419993400574,25794.0,71.78669738769531,-4.324749946594238,-20.614900588989254,8.0,4.0,208.0,0.3173505961894989,32462.0,115.90799713134766,-5.384940147399902,-33.30860137939453,8.0,6.0,338.0,0.3685525059700012,38449.0,171.95599365234375,-5.396820068359375,-49.52180099487305,8.0,8.0,507.0,0.3317965269088745,67322.0,261.9010009765625,-2.233629941940308,-76.0,13.0,2.0,380.0,2.0,73809.0,356.5570068359375,5.4559102058410645,-103.5999984741211,13.0,4.0,533.0,1.0,79801.0,498.68798828125,25.449899673461914,-144.39999389648438,13.0,6.0,742.0,2.0,85108.0,658.6599731445312,60.72589874267578,-191.0,13.0,8.0,869.0,3.0,100091.0,814.4979858398438,108.5790023803711,-233.0,17.0,2.0,1023.0,3.0,104741.0,1001.010009765625,186.11900329589844,-292.79998779296875,17.0,4.0,1145.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.20582812326953e+16,-0.0010103400563821194,-0.04389059916138649,6.018889904022218,0.4025129973888397,-0.216729998588562,0.07516919821500777,-1.0,9.0,19621.0,27.965900421142567,-14.388099670410154,11.178099632263184,8.0,2.0,119.0,0.2932696044445038,26798.0,64.31369781494139,-30.99259948730469,17.677900314331055,8.0,4.0,238.0,0.3008729815483093,33160.0,105.63999938964844,-47.20439910888672,24.70499992370605,8.0,6.0,387.0,0.30481401085853577,38992.0,159.76499938964844,-64.54560089111328,33.90689849853516,8.0,8.0,581.0,0.28374171257019043,67830.0,251.51499938964844,-83.62200164794922,49.79999923706055,13.0,2.0,418.0,3.0,74657.0,348.06500244140625,-91.45760345458984,65.19999694824219,13.0,4.0,642.0,3.0,80503.0,495.87701416015625,-79.38580322265625,89.19999694824219,13.0,6.0,895.0,4.0,85995.0,656.1900024414062,-31.207599639892567,115.5999984741211,13.0,8.0,1173.0,5.0,100881.0,815.8460083007812,62.39540100097656,140.8000030517578,17.0,2.0,1382.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.206673372833382e+16,-0.0010103400563821194,-0.04389059916138649,6.018889904022218,2.891279935836792,0.5840709805488586,-0.8849120140075684,-1.0,10.0,17851.0,31.576799392700195,6.444890022277832,-3.654720067977905,8.0,2.0,105.0,0.2950725853443146,25855.0,70.06790161132811,14.63659954071045,-15.469599723815918,8.0,4.0,209.0,0.3095996677875519,32502.0,113.2509994506836,24.24410057067871,-28.80470085144043,8.0,6.0,340.0,0.3584566116333008,38477.0,167.8780059814453,36.962100982666016,-45.71689987182617,8.0,8.0,510.0,0.3463550806045532,67358.0,251.5890045166016,57.64540100097656,-71.19999694824219,13.0,2.0,382.0,1.0,73829.0,346.5899963378906,83.23269653320312,-101.1999969482422,13.0,4.0,535.0,1.0,79820.0,480.9219970703125,122.83999633789062,-144.39999389648438,13.0,6.0,745.0,1.0,85115.0,637.0960083007812,174.3990020751953,-194.1999969482422,13.0,8.0,872.0,3.0,100097.0,788.1530151367188,229.843994140625,-243.8000030517578,17.0,2.0,1026.0,2.0,104747.0,970.9229736328124,304.6579895019531,-303.6000061035156,17.0,4.0,1148.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.656249933535642e+16,0.007612000219523906,-0.0033734699245542288,-4.030200004577637,0.9536330103874208,-0.2902919948101044,0.009955950081348421,-1.0,10.0,17667.0,31.46419906616211,-9.23593044281006,-3.6968801021575928,8.0,2.0,104.0,0.29448431730270386,25742.0,69.37629699707031,-19.448999404907227,-3.359380006790161,8.0,4.0,207.0,0.3167971968650818,32406.0,111.76699829101562,-29.812299728393555,-3.076590061187744,8.0,6.0,336.0,0.2968508005142212,38421.0,166.38800048828125,-41.35660171508789,-2.628119945526123,8.0,8.0,504.0,0.2885234951972961,67849.0,256.26400756835943,-56.14459991455078,-1.7999999523162842,13.0,2.0,419.0,1.0,74222.0,354.4549865722656,-66.43270111083984,-1.7999999523162842,13.0,4.0,587.0,2.0,80159.0,494.9670104980469,-70.80740356445312,-0.5999969840049744,13.0,6.0,818.0,2.0,85706.0,658.7670288085938,-60.67649841308594,0.6000019907951355,13.0,8.0,1070.0,2.0,100617.0,818.9739990234375,-34.114200592041016,5.400000095367432,17.0,2.0,1260.0,3.0,105467.0,1021.6400146484376,23.87989997863769,5.400000095367432,17.0,4.0,1597.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.557925059736371e+16,0.019998699426651,0.02088549919426441,4.5342698097229,1.5172200202941897,-0.3912839889526367,-0.2471330016851425,1.0,10.0,17655.0,31.516300201416016,-8.312459945678711,-0.6031270027160645,8.0,2.0,104.0,0.2879160940647125,25756.0,69.45010375976561,-18.975299835205078,-6.835690021514893,8.0,4.0,207.0,0.3033376932144165,32408.0,111.48400115966795,-31.539100646972656,-13.718600273132324,8.0,6.0,336.0,0.30763769149780273,38416.0,165.322998046875,-48.80830001831055,-22.49839973449707,8.0,8.0,504.0,0.3029056191444397,67825.0,253.6840057373047,-80.02539825439453,-36.599998474121094,13.0,2.0,418.0,2.0,73784.0,338.04901123046875,-113.26799774169922,-50.79999923706055,13.0,4.0,530.0,1.0,79777.0,468.8559875488281,-171.88099670410156,-72.4000015258789,13.0,6.0,737.0,1.0,85398.0,612.447021484375,-246.8470001220703,-97.5999984741211,13.0,8.0,963.0,1.0,100360.0,747.3189697265625,-327.94500732421875,-119.1999969482422,17.0,2.0,1133.0,2.0,104961.0,920.9719848632812,-449.8739929199219,-157.39999389648438,17.0,4.0,1281.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.557952547527066e+16,0.019998699426651,0.02088549919426441,4.5342698097229,0.8062270283699036,0.04569569975137711,0.299549013376236,-1.0,10.0,19852.0,31.61260032653809,2.185650110244751,16.264799118041992,8.0,2.0,120.0,0.18767181038856506,26900.0,71.65589904785156,5.997109889984131,31.159099578857425,8.0,4.0,241.0,0.34403929114341736,33208.0,114.63500213623048,11.435999870300293,47.22990036010742,8.0,6.0,391.0,0.3167328238487244,39031.0,170.51100158691406,20.65279960632324,68.17880249023439,8.0,8.0,587.0,0.32896608114242554,68365.0,259.1430053710937,40.40010070800781,101.8000030517578,13.0,2.0,461.0,4.0,74682.0,353.2850036621094,68.25949859619139,138.39999389648438,13.0,4.0,646.0,2.0,80870.0,490.2019958496094,122.93299865722656,192.1999969482422,13.0,6.0,978.0,3.0,86307.0,633.6890258789062,201.03500366210938,252.1999969482422,13.0,8.0,1280.0,3.0,101399.0,767.0850219726562,296.406005859375,314.3999938964844,17.0,2.0,1627.0,4.0,106459.0,922.4860229492188,444.2950134277344,395.7999877929688,17.0,4.0,2215.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
