,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,-0.016244500875473022,-0.012735799886286259,-7.9298200607299805,3.6575400829315186,2.1169900894165044,-3.732140064239502,-1.0,3.0,16198.0,28.17650032043457,16.392799377441403,-36.742000579833984,8.0,2.0,106.0,0.4244731068611145,22039.0,61.62289810180664,36.0884017944336,-71.02799987792969,8.0,4.0,179.0,0.4132605195045471,27820.0,99.85579681396484,58.90119934082031,-110.3290023803711,8.0,6.0,291.0,0.4106194376945496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.016244500875473022,-0.012735799886286259,-7.9298200607299805,0.6748620271682739,0.5546180009841919,-1.041509985923767,-1.0,12.0,16172.0,24.454599380493164,20.559600830078125,-46.04520034790039,8.0,2.0,106.0,0.4410449266433716,22049.0,54.08300018310547,46.78730010986328,-93.29640197753906,8.0,4.0,180.0,0.4815179705619812,27322.0,86.07530212402344,76.92389678955078,-145.781005859375,8.0,6.0,240.0,0.4697023928165436,32256.0,125.98500061035156,117.31300354003906,-213.50799560546875,8.0,8.0,283.0,0.4712072908878326,57668.0,186.07400512695312,184.7330017089844,-321.0,13.0,2.0,305.0,4.0
2,-0.016244500875473022,-0.012735799886286259,-7.9298200607299805,0.8633620142936707,0.5443260073661804,1.7780799865722656,1.0,12.0,17892.0,27.172100067138672,16.77389907836914,47.70989990234375,8.0,2.0,122.0,0.5868526697158813,24389.0,61.62900161743164,36.91939926147461,117.41500091552734,8.0,4.0,275.0,0.6224320530891418,30052.0,100.31300354003906,58.34040069580078,194.7010040283203,8.0,6.0,499.0,0.6050142645835876,35540.0,150.2259979248047,83.97480010986328,293.0320129394531,8.0,8.0,904.0,0.6285011172294617,60384.0,235.8760070800781,123.1709976196289,459.0,13.0,2.0,583.0,3.0
3,-0.016244500875473022,-0.012735799886286259,-7.9298200607299805,3.0005600452423096,-1.8756400346755981,-2.194469928741455,-1.0,10.0,15796.0,27.27449989318848,-16.96339988708496,-27.858800888061523,8.0,2.0,103.0,0.3548265099525452,22680.0,62.1526985168457,-38.33720016479492,-53.2057991027832,8.0,4.0,206.0,0.36599358916282654,27696.0,98.81790161132812,-60.44070053100586,-79.71540069580078,8.0,6.0,282.0,0.3576206564903259,32980.0,147.41099548339844,-89.16670227050781,-114.68099975585938,8.0,8.0,423.0,0.367249071598053,57946.0,225.3159942626953,-133.84100341796878,-170.60000610351562,13.0,2.0,337.0,2.0
4,-0.016244500875473022,-0.012735799886286259,-7.9298200607299805,1.6849000453948977,-0.908057987689972,-0.9889439940452576,1.0,13.0,15882.0,28.06290054321289,-15.327300071716307,-24.45120048522949,8.0,2.0,103.0,0.3178903162479401,22677.0,63.33470153808594,-35.107898712158196,-45.40829849243164,8.0,4.0,206.0,0.3196300268173218,28293.0,100.86499786376952,-56.90840148925781,-67.90809631347656,8.0,6.0,334.0,0.34603753685951233,32978.0,148.78799438476562,-85.75630187988281,-96.90650177001952,8.0,8.0,423.0,0.3354269862174988,58384.0,222.5260009765625,-132.54899597167972,-142.0,13.0,2.0,377.0,1.0
5,-0.016244500875473022,-0.012735799886286259,-7.9298200607299805,6.148409843444824,1.7483400106430054,-1.389549970626831,-1.0,13.0,16024.0,30.757999420166016,8.786490440368652,-14.884900093078613,8.0,2.0,105.0,0.3279744982719421,22795.0,69.57350158691406,20.036699295043945,-23.66860008239746,8.0,4.0,210.0,0.2918657064437866,28390.0,111.97599792480469,32.49430084228516,-33.29520034790039,8.0,6.0,341.0,0.2960655093193054,33534.0,165.2220001220703,48.428199768066406,-45.38370132446289,8.0,8.0,511.0,0.27512407302856445,58433.0,250.1419982910156,74.50340270996094,-65.19999694824219,13.0,2.0,382.0,2.0
6,-0.016244500875473022,-0.012735799886286259,-7.9298200607299805,0.6345890164375305,-0.011428399942815306,-1.2078900337219238,-1.0,12.0,14723.0,33.339000701904304,-0.09555629640817642,-71.41259765625,8.0,2.0,89.0,0.6705353260040283,21401.0,71.55740356445312,1.1541399955749512,-144.32000732421875,8.0,4.0,144.0,0.6563985347747803,26898.0,116.06900024414062,4.376780033111571,-229.31900024414062,8.0,6.0,183.0,0.653832197189331,31919.0,171.35699462890625,11.067700386047363,-335.6700134277344,8.0,8.0,196.0,0.6500568985939026,55450.0,597.9169921875,172.53799438476562,-1218.5,12.0,12.0,92.0,3.0
7,-0.016244500875473022,-0.012735799886286259,-7.9298200607299805,2.1801800727844243,-2.3329501152038574,-1.4248299598693848,1.0,12.0,15783.0,21.718599319458008,-23.41939926147461,-22.18239974975586,8.0,2.0,102.0,0.30895620584487915,22617.0,48.6525993347168,-52.78620147705078,-39.91680145263672,8.0,4.0,204.0,0.33659547567367554,28271.0,79.01629638671875,-86.43099975585938,-60.09540176391602,8.0,6.0,332.0,0.3516897261142731,32963.0,115.0770034790039,-127.16500091552734,-84.33290100097656,8.0,8.0,419.0,0.3223457336425781,58364.0,172.46400451660156,-193.71299743652344,-123.5999984741211,13.0,2.0,375.0,3.0
8,-0.016244500875473022,-0.012735799886286259,-7.9298200607299805,14.562000274658205,-25.45949935913086,-7.990449905395508,-1.0,13.0,15775.0,16.20009994506836,-28.34860038757324,-16.827699661254886,8.0,2.0,102.0,0.3175677061080933,22583.0,35.76729965209961,-62.47050094604492,-27.537599563598643,8.0,4.0,203.0,0.2931209206581116,28239.0,58.02750015258789,-101.20600128173828,-39.7150993347168,8.0,6.0,330.0,0.32370734214782715,33414.0,85.38050079345703,-148.68600463867188,-54.63690185546875,8.0,8.0,494.0,0.3265937864780426,58346.0,128.4429931640625,-223.20599365234366,-78.4000015258789,13.0,2.0,374.0,1.0
9,-0.016244500875473022,-0.012735799886286259,-7.9298200607299805,0.022080600261688232,-0.3179619908332825,-1.9798799753189087,1.0,1.0,14022.0,1.2173000574111938,-32.05390167236328,-207.0570068359375,8.0,2.0,68.0,1.8765720129013064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,-0.016244500875473022,-0.012735799886286259,-7.9298200607299805,-0.3919459879398346,0.6334919929504395,-2.6512300968170166,-1.0,14.0,12923.0,-95.96890258789062,134.83299255371094,-598.0,7.0,14.0,92.0,0.38405799865722656,15048.0,-17.118799209594727,26.86409950256348,-121.31600189208984,8.0,2.0,94.0,1.129742980003357,21165.0,-39.08629989624024,59.43299865722656,-261.27700805664057,8.0,4.0,123.0,1.1171969175338743,26192.0,-65.11150360107422,95.43389892578124,-419.5199890136719,8.0,6.0,44.0,1.1122865676879885,51472.0,-507.5329895019531,476.47698974609375,-2548.5,12.0,4.0,149.0,1.0
11,-0.016244500875473022,-0.012735799886286259,-7.9298200607299805,-0.02350929938256741,0.33922600746154785,-6.036819934844973,1.0,16.0,863.0,0.4791249930858612,83.5167007446289,-1498.0,7.0,2.0,79.0,0.33610498905181885,2217.0,-0.3536939918994904,72.29750061035156,-1298.0,7.0,4.0,79.0,0.25683501362800604,3815.0,-0.9328709840774536,61.11470031738281,-1098.0,7.0,6.0,79.0,0.21015900373458865,5695.0,-1.1990100145339966,53.27220153808594,-958.0,7.0,8.0,79.0,0.2486045956611633,7904.0,-1.3123899698257446,45.45869827270508,-818.0,7.0,10.0,79.0,0.34356099367141724
